scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,ndcg_1,ndcg_3,ndcg_5
scenario_k10_007,10,B6_ppr,2404.8132133509644,2678.0283155429306,-3.0201811440228705,-0.06666666666666667,0.25,0.0,0.8821595256662086,0.7605184942022919,0.749816937073944
scenario_k10_007,10,B7_classifier,1756.7515012281092,2678.0283155429306,-10.184000960035139,-0.19999999999999998,0.5,0.3333333333333333,0.99139482809514,0.9722904454891403,0.9943899756267964
scenario_k10_007,10,B9_independent,1854.6715985034816,2678.0283155429306,-9.10157019746267,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.5008831767101646,0.7668400977551472,0.8408200662778432
scenario_k10_008,10,BLAST,2206.148769706307,2708.2344597539877,-5.046813404670949,-0.19999999999999998,0.5,0.3333333333333333,0.8565690407748227,0.9360891243830187,0.923626426297075
scenario_k10_008,10,B1_random,2434.301376096733,2708.2344597539877,-2.7534924535550784,0.022222222222222223,0.5,0.3333333333333333,0.9061209792424857,0.9594959714231247,0.7754438656962398
scenario_k10_008,10,B2_severity,1887.635476013112,2708.2344597539877,-8.248412637710349,-0.1111111111111111,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_008,10,B3_itil,1887.635476013112,2708.2344597539877,-8.248412637710349,-0.1111111111111111,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_008,10,B4_pagerank,2448.118314210191,2708.2344597539877,-2.614608773209823,-0.06666666666666667,0.25,0.0,0.9867788368774371,0.9384867008865698,0.8804760724504528
scenario_k10_008,10,B6_ppr,2560.772174137292,2708.2344597539877,-1.4822462668933694,-0.06666666666666667,0.25,0.0,0.9061209792424857,0.7721047000462853,0.7275464590412285
scenario_k10_008,10,B7_classifier,1945.3626355385252,2708.2344597539877,-7.668156700763079,-0.06666666666666667,0.5,0.3333333333333333,0.9867788368774371,0.9781691011788308,0.9941636839358534
scenario_k10_008,10,B9_independent,2387.0102483668575,2708.2344597539877,-3.22884855726414,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.5999343736300933,0.8141436574271746,0.8716182638363841
scenario_k10_009,10,BLAST,1873.0253988121983,2706.9081456905683,-6.922146777804169,-0.19999999999999998,0.5,0.3333333333333333,0.8708588360212126,0.9416071415620749,0.9303877175510503
