scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,map,ndcg_1,ndcg_3,ndcg_5
re2tt_scenario_k5_006,5,BLAST,786.0870312212716,1063.1862244530626,-3.8146629821761664,0.39999999999999997,1.0,0.6666666666666666,1.0,1.0,0.972809924073708,0.9750173211598144
re2tt_scenario_k5_006,5,B1_random,940.4509638513379,1063.1862244530626,-1.6896247504896351,0.6,0.5,1.0,1.0,0.4127486390203872,0.6600581593166844,0.8316758881898416
re2tt_scenario_k5_006,5,B2_severity,719.4452066965257,1063.1862244530626,-4.732082113261757,0.19999999999999998,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
re2tt_scenario_k5_006,5,B3_itil,719.4452066965257,1063.1862244530626,-4.732082113261757,0.19999999999999998,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
re2tt_scenario_k5_006,5,B4_pagerank,1250.5861723685916,1063.1862244530626,2.5798257867071093,-0.39999999999999997,0.2,0.3333333333333333,1.0,0.4127486390203872,0.5949089630472275,0.7902308970687775
re2tt_scenario_k5_006,5,B5_betweenness,933.9963138367008,1063.1862244530626,-1.7784821527309422,0.7999999999999999,1.0,1.0,1.0,1.0,0.7884604160542863,0.9496539457401955
re2tt_scenario_k5_006,5,B6_ppr,1349.0020960193986,1063.1862244530626,3.934660409027249,-0.9999999999999999,0.2,0.3333333333333333,1.0,0.7632845205933473,0.5760644812290445,0.8366378063115728
re2tt_scenario_k5_006,5,B7_classifier,756.1434343934121,1063.1862244530626,-4.226879015865212,0.0,0.5,0.6666666666666666,1.0,0.7632845205933473,0.9482422625469356,0.9524441588250873
re2tt_scenario_k5_006,5,B9_independent,719.4452066965257,1063.1862244530626,-4.732082113261757,0.19999999999999998,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
re2tt_scenario_k5_006,5,B10_pairwise,719.4452066965257,1063.1862244530626,-4.732082113261757,0.19999999999999998,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
re2tt_scenario_k5_006,5,B11_closeness,1258.2713629726502,1063.1862244530626,2.6856233235615288,0.0,0.2,0.6666666666666666,1.0,0.4127486390203872,0.3683952908073857,0.7280053196699569
re2tt_scenario_k5_006,5,B12_eigenvector,1349.0020960193986,1063.1862244530626,3.934660409027249,-0.39999999999999997,0.2,0.3333333333333333,1.0,0.1409378241005218,0.3917149732096229,0.6672545149342212
re2tt_scenario_k5_007,5,BLAST,1083.8504832298622,1142.5043571626143,1.2687816314502118,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,0.9944567792763107
re2tt_scenario_k5_007,5,B1_random,1259.4909192932498,1142.5043571626143,-2.530615476959596,-0.39999999999999997,0.5,0.3333333333333333,1.0,0.6211968925785801,0.7257207122823152,0.8948034282433602
re2tt_scenario_k5_007,5,B2_severity,1083.8504832298622,1142.5043571626143,1.2687816314502118,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,0.9944567792763107
re2tt_scenario_k5_007,5,B3_itil,1024.1801961493272,1142.5043571626143,2.559549983391385,0.6,1.0,1.0,1.0,1.0,1.0,1.0
re2tt_scenario_k5_007,5,B4_pagerank,1151.8915920001032,1142.5043571626143,-0.20306162804473776,-0.19999999999999998,0.3333333333333333,0.6666666666666666,1.0,0.9215731704146433,0.9303812389393229,0.9554048252111108
re2tt_scenario_k5_007,5,B5_betweenness,1095.7666407132028,1142.5043571626143,1.0110151666184972,0.6,1.0,0.6666666666666666,1.0,1.0,0.8946722098221598,0.982304886058947
